h,k,l,intensity_exp,error
-10,0,-8.166666666666666,102.7821035811006,0
-10,0,-7.833333333333333,100.07881969720627,0
-10,0,-6.166666666666667,13.77004319656635,0
-10,0,-5.833333333333333,70.72977588660063,0
-10,0,-4.166666666666667,38.30335221021632,0
-10,0,-3.8333333333333335,125.15960339135485,0
-10,0,-2.1666666666666665,32.29803277058728,0
-10,0,-1.8333333333333333,135.1071961048033,0
-10,0,1.8333333333333333,26.599572011998166,0
-10,0,2.1666666666666665,90.24692018485689,0
-10,0,9.833333333333334,14.289304478609296,0
-10,0,10.166666666666666,24.840661424039208,0
-10,1,-9.166666666666666,59.3000622026878,0
-10,1,-8.833333333333334,48.826125330998615,0
-10,1,-7.166666666666667,0.05545852221309257,0
-10,1,-6.833333333333333,130.37899316657328,0
-10,1,-5.166666666666667,57.85409383644675,0
-10,1,-4.833333333333333,196.40243790153158,0
-10,1,-3.1666666666666665,65.78543302441884,0
-10,1,-2.8333333333333335,162.87225811549413,0
-10,1,-1.1666666666666667,48.84361845830866,0
-10,1,-0.8333333333333334,76.17856027426092,0
-10,1,0.8333333333333334,4.1427522464955673e-13,0
-10,1,1.1666666666666667,108.06602192725482,0
-10,1,2.8333333333333335,2.11661046466706,0
-10,1,3.1666666666666665,104.44256903941843,0
-10,2,-10.166666666666666,4.5248152780516255,0
-10,2,-9.833333333333334,76.44433390065898,0
-10,2,-8.166666666666666,138.45335604851513,0
-10,2,-7.833333333333333,153.92808539664557,0
-10,2,-6.166666666666667,7.984437118501924,0
-10,2,-5.833333333333333,58.56643361359118,0
-10,2,-4.166666666666667,4.174848301334833,0
-10,2,-3.8333333333333335,112.13455481967965,0
-10,2,-2.1666666666666665,19.927300668829705,0
-10,2,-1.8333333333333333,105.72486736253073,0
-10,2,1.8333333333333333,31.77340915017859,0
-10,2,2.1666666666666665,63.55614774193464,0
-10,2,3.8333333333333335,8.538624239186717,0
-10,2,4.166666666666667,44.429506403902145,0
-10,2,5.833333333333333,1.814928322086375,0
-10,2,6.166666666666667,34.18728415503617,0
-10,3,-9.166666666666666,27.576409914591196,0
-10,3,-8.833333333333334,55.639372137848895,0
-10,3,-7.166666666666667,10.027861275634452,0
-10,3,-6.833333333333333,148.3360841696458,0
-10,3,-5.166666666666667,50.21971518842637,0
-10,3,-4.833333333333333,149.2086126078481,0
-10,3,-3.1666666666666665,70.33059922403758,0
-10,3,-2.8333333333333335,113.27885318378283,0
-10,3,-1.1666666666666667,1.8161212681075716,0
-10,3,-0.8333333333333334,56.990286536033445,0
-10,3,0.8333333333333334,6.0340737212444,0
-10,3,1.1666666666666667,80.81151488642337,0
-10,3,2.8333333333333335,8.700843850305496,0
-10,3,3.1666666666666665,68.22847694826669,0
-10,3,4.833333333333333,3.055305987498305,0
-10,3,5.166666666666667,30.101844298817532,0
-10,3,6.833333333333333,12.467513261728255,0
-10,3,7.166666666666667,21.19316921693429,0
-10,4,-10.166666666666666,4.677251202709334,0
-10,4,-9.833333333333334,58.68919167736886,0
-10,4,-6.166666666666667,26.24319872986452,0
-10,4,-5.833333333333333,49.81506824899802,0
-10,4,-4.166666666666667,32.43488168576161,0
-10,4,-3.8333333333333335,63.545135459606755,0
-10,4,-2.1666666666666665,2.9097075430446178,0
-10,4,-1.8333333333333333,61.13542993853033,0
-10,4,-0.16666666666666666,21.058307735254875,0
-10,4,0.16666666666666666,113.22900027622408,0
-10,4,1.8333333333333333,33.280691849268806,0
-10,4,2.1666666666666665,23.52450525141942,0
-10,4,3.8333333333333335,41.564347121312714,0
-10,4,4.166666666666667,37.369616862024934,0
-10,4,5.833333333333333,1.465308851776123,0
-10,4,6.166666666666667,16.660829621780728,0
-10,4,7.833333333333333,1.6679917994968586e-10,0
-10,4,8.166666666666666,51.10578525373518,0
-10,4,9.833333333333334,0.9816885099287432,0
-10,4,10.166666666666666,11.439139645891762,0
-9,-4,-9.166666666666666,1.7445052046223446,0
-9,-4,-8.833333333333334,31.459236635498833,0
-9,-4,-7.166666666666667,0.4526697785386355,0
-9,-4,-6.833333333333333,36.34490042105503,0
-9,-3,-10.166666666666666,53.08244510429139,0
-9,-3,-9.833333333333334,90.97318073382978,0
-9,-3,-8.166666666666666,6.651831901734129,0
-9,-3,-7.833333333333333,37.52965899658099,0
-9,-3,-6.166666666666667,66.15138430248027,0
-9,-3,-5.833333333333333,86.8270501179223,0
-9,-3,-4.166666666666667,1.942198390994433,0
-9,-3,-3.8333333333333335,17.28408637444749,0
-9,-3,9.833333333333334,3.6845312022660206,0
-9,-3,10.166666666666666,68.94277218096548,0
-9,-2,-9.166666666666666,3.4895395023552487,0
-9,-2,-8.833333333333334,18.91655955937024,0
-9,-2,-5.166666666666667,112.54549575318215,0
-9,-2,-4.833333333333333,113.8791411284196,0
-9,-2,-3.1666666666666665,6.635074396118409,0
-9,-2,-2.8333333333333335,74.08953446586794,0
-9,-2,-1.1666666666666667,50.514967173414455,0
-9,-2,-0.8333333333333334,108.41039630085562,0
-9,-2,8.833333333333334,2.950439967392377,0
-9,-2,9.166666666666666,25.570957283875874,0
-9,-1,-6.166666666666667,23.664072632050896,0
-9,-1,-5.833333333333333,133.6148720462959,0
-9,-1,-4.166666666666667,4.789085988582754,0
-9,-1,-3.8333333333333335,110.50990424703106,0
-9,-1,-2.1666666666666665,39.086705676979676,0
-9,-1,-1.8333333333333333,405.12050249723,0
-9,-1,-0.16666666666666666,39.83445726384499,0
-9,-1,0.16666666666666666,246.2412793747749,0
-9,-1,7.833333333333333,0.869834009197071,0
-9,-1,8.166666666666666,56.92009031905107,0
-9,-1,9.833333333333334,22.596354701389934,0
-9,-1,10.166666666666666,39.08525981611704,0
-9,0,-9.166666666666666,20.362737526988,0
-9,0,-8.833333333333334,60.33520290819325,0
-9,0,-7.166666666666667,34.54356000315307,0
-9,0,-6.833333333333333,13.775160961445971,0
-9,0,-5.166666666666667,93.89911040169339,0
-9,0,-4.833333333333333,342.9846194820748,0
-9,0,-3.1666666666666665,214.69189014810834,0
-9,0,-2.8333333333333335,68.21171501450335,0
-9,0,-1.1666666666666667,120.82506363354716,0
-9,0,-0.8333333333333334,219.3148156044379,0
-9,0,0.8333333333333334,133.7883104737534,0
-9,0,1.1666666666666667,119.7836009656175,0
-9,0,2.8333333333333335,39.064217103046865,0
-9,0,3.1666666666666665,247.05565745866787,0
-9,0,8.833333333333334,35.23190401945175,0
-9,0,9.166666666666666,14.662958067406091,0
-9,1,-10.166666666666666,6.232187142556563,0
-9,1,-9.833333333333334,179.22251638130712,0
-9,1,-6.166666666666667,79.42812707213236,0
-9,1,-5.833333333333333,227.27789551543486,0
-9,1,-4.166666666666667,25.293677048155292,0
-9,1,-3.8333333333333335,126.99043261935783,0
-9,1,-2.1666666666666665,16.265813882746894,0
-9,1,-1.8333333333333333,250.88291717276172,0
-9,1,-0.16666666666666666,12.729774913665752,0
-9,1,0.16666666666666666,125.55616381507318,0
-9,1,1.8333333333333333,35.68486772698008,0
-9,1,2.1666666666666665,60.505946366687866,0
-9,1,3.8333333333333335,47.34654650885051,0
-9,1,4.166666666666667,33.2314706871808,0
-9,2,-9.166666666666666,48.6135823600691,0
-9,2,-8.833333333333334,117.39976140941587,0
-9,2,-5.166666666666667,44.67409585002972,0
-9,2,-4.833333333333333,259.43045928403535,0
-9,2,-3.1666666666666665,4.348072365748474,0
-9,2,-2.8333333333333335,160.36016588599384,0
-9,2,-1.1666666666666667,110.79891703260954,0
-9,2,-0.8333333333333334,115.91086717236541,0
-9,2,0.8333333333333334,86.33874820877607,0
-9,2,1.1666666666666667,62.99653575981867,0
-9,2,2.8333333333333335,1.6808922966437554e-11,0
-9,2,3.1666666666666665,175.96822583426137,0
-9,2,4.833333333333333,17.91278886100754,0
-9,2,5.166666666666667,19.40866430177627,0
-9,2,6.833333333333333,41.58208212922524,0
-9,2,7.166666666666667,24.37067335849016,0
-9,3,-10.166666666666666,6.061336037693277,0
-9,3,-9.833333333333334,141.4852244061406,0
-9,3,-8.166666666666666,19.36680197937076,0
-9,3,-7.833333333333333,84.75270875606817,0
-9,3,-6.166666666666667,59.5879211042519,0
-9,3,-5.833333333333333,136.73900984772396,0
-9,3,-2.1666666666666665,49.92972304992089,0
-9,3,-1.8333333333333333,238.6244817865234,0
-9,3,-0.16666666666666666,7.9610723573439355,0
-9,3,0.16666666666666666,75.60086805679288,0
-9,3,1.8333333333333333,16.57934439001188,0
-9,3,2.1666666666666665,55.52062540472769,0
-9,3,3.8333333333333335,2.445346179452572,0
-9,3,4.166666666666667,21.999306589965254,0
-9,3,5.833333333333333,0.9321557852668477,0
-9,3,6.166666666666667,48.58966946770827,0
-9,3,7.833333333333333,6.961643706058142,0
-9,3,8.166666666666666,4.5711927507617025,0
-9,4,-9.166666666666666,5.653550721485922,0
-9,4,-8.833333333333334,41.17114776503314,0
-9,4,-7.166666666666667,24.711245066133543,0
-9,4,-6.833333333333333,72.11528874709899,0
-9,4,-5.166666666666667,29.354503370677488,0
-9,4,-4.833333333333333,206.8333726425063,0
-9,4,-3.1666666666666665,18.856926714774296,0
-9,4,-2.8333333333333335,62.576872988776664,0
-9,4,-1.1666666666666667,53.02204181055839,0
-9,4,-0.8333333333333334,70.54218953202238,0
-9,4,0.8333333333333334,2.6036952267054323e-13,0
-9,4,1.1666666666666667,47.03634169695175,0
-9,4,2.8333333333333335,5.698393978186249,0
-9,4,3.1666666666666665,106.26712157182101,0
-9,4,4.833333333333333,61.62274173479938,0
-9,4,5.166666666666667,44.04903090661171,0
-9,4,6.833333333333333,0.4742917549344031,0
-9,4,7.166666666666667,15.08307739553123,0
-9,4,8.833333333333334,2.294978996130435,0
-9,4,9.166666666666666,16.50315062384846,0
-8,-4,-8.166666666666666,3.7786306725508583,0
-8,-4,-7.833333333333333,85.4626053369974,0
-8,-4,-6.166666666666667,8.658992877003575,0
-8,-4,-5.833333333333333,31.252796618789155,0
-8,-4,-4.166666666666667,79.30708330835027,0
-8,-4,-3.8333333333333335,91.04614300667195,0
-8,-3,-9.166666666666666,363.9829260253975,0
-8,-3,-8.833333333333334,34.19231231515871,0
-8,-3,-5.166666666666667,11.449973282756458,0
-8,-3,-4.833333333333333,47.83066529473111,0
-8,-3,8.833333333333334,24.943428567566436,0
-8,-3,9.166666666666666,46.374337431872746,0
-8,-2,-10.166666666666666,0.03249201165646496,0
-8,-2,-9.833333333333334,69.24765887829814,0
-8,-2,-8.166666666666666,171.14986264082114,0
-8,-2,-7.833333333333333,115.55964933367717,0
-8,-2,-2.1666666666666665,45.479206054331065,0
-8,-2,-1.8333333333333333,79.19473352174336,0
-8,-2,-0.16666666666666666,1.617427393137529,0
-8,-2,0.16666666666666666,357.2985847198006,0
-8,-2,7.833333333333333,2.933559808643417e-11,0
-8,-2,8.166666666666666,154.70292393436674,0
-8,-2,9.833333333333334,70.84030107053297,0
-8,-2,10.166666666666666,32.99550646776111,0
-8,-1,-9.166666666666666,137.6420733992701,0
-8,-1,-8.833333333333334,53.80087297285155,0
-8,-1,-5.166666666666667,214.31295036497897,0
-8,-1,-4.833333333333333,109.10106001910165,0
-8,-1,-3.1666666666666665,139.12280271825298,0
-8,-1,-2.8333333333333335,186.3343841684827,0
-8,-1,-1.1666666666666667,29.267293845208506,0
-8,-1,-0.8333333333333334,72.89100232325903,0
-8,-1,0.8333333333333334,2.2616129189907905,0
-8,-1,1.1666666666666667,194.83061235697153,0
-8,-1,6.833333333333333,85.71430480366325,0
-8,-1,7.166666666666667,48.34147172396791,0
-8,-1,8.833333333333334,20.214591111158143,0
-8,-1,9.166666666666666,50.90500998922279,0
-8,0,-10.166666666666666,65.41918329215524,0
-8,0,-9.833333333333334,48.6330713216888,0
-8,0,-8.166666666666666,297.790322261755,0
-8,0,-7.833333333333333,196.9671859911409,0
-8,0,-6.166666666666667,23.703631299136948,0
-8,0,-5.833333333333333,46.5983227962923,0
-8,0,-2.1666666666666665,0.026951523965457653,0
-8,0,-1.8333333333333333,287.8571109102175,0
-8,0,-0.16666666666666666,159.75951110876022,0
-8,0,0.16666666666666666,368.64497137767853,0
-8,0,1.8333333333333333,193.20689976151743,0
-8,0,2.1666666666666665,118.49722040593397,0
-8,0,3.8333333333333335,134.6630675320748,0
-8,0,4.166666666666667,99.25595464188163,0
-8,0,9.833333333333334,31.2613527204983,0
-8,0,10.166666666666666,39.16468852466879,0
-8,1,-9.166666666666666,7.021888360081272,0
-8,1,-8.833333333333334,49.40783934991019,0
-8,1,-7.166666666666667,2.2175140215577067,0
-8,1,-6.833333333333333,167.12658392528,0
-8,1,-5.166666666666667,2.3091930233222087,0
-8,1,-4.833333333333333,414.1263037498246,0
-8,1,-3.1666666666666665,2.7252469475305774,0
-8,1,-2.8333333333333335,288.6208242793044,0
-8,1,0.8333333333333334,34.32331088211753,0
-8,1,1.1666666666666667,174.10224454724045,0
-8,1,2.8333333333333335,175.49439784162288,0
-8,1,3.1666666666666665,84.86453797847763,0
-8,1,4.833333333333333,64.28313334456526,0
-8,1,5.166666666666667,110.38535528286612,0
-8,1,6.833333333333333,12.087461480211749,0
-8,1,7.166666666666667,10.557365187503308,0
-8,1,8.833333333333334,20.35194950970482,0
-8,1,9.166666666666666,39.637390422171435,0
-8,2,-10.166666666666666,4.10774560423914,0
-8,2,-9.833333333333334,73.48076171247742,0
-8,2,-8.166666666666666,6.690071087659604e-11,0
-8,2,-7.833333333333333,306.15864355511917,0
-8,2,-6.166666666666667,68.63461997570026,0
-8,2,-5.833333333333333,49.47509196193713,0
-8,2,-4.166666666666667,8.801350240890509,0
-8,2,-3.8333333333333335,172.07252262241784,0
-8,2,-2.1666666666666665,8.643454950674981e-16,0
-8,2,-1.8333333333333333,187.95665169313898,0
-8,2,-0.16666666666666666,363.1703685139522,0
-8,2,0.16666666666666666,398.1026674471478,0
-8,2,1.8333333333333333,80.7279659724627,0
-8,2,2.1666666666666665,52.85595007909018,0
-8,2,3.8333333333333335,55.391236675965914,0
-8,2,4.166666666666667,68.57778186442441,0
-8,2,5.833333333333333,43.84469328755867,0
-8,2,6.166666666666667,50.72592821332857,0
-8,2,7.833333333333333,85.38992541968062,0
-8,2,8.166666666666666,82.93063484419405,0
-8,3,-9.166666666666666,79.5239553775122,0
-8,3,-8.833333333333334,73.0190843069543,0
-8,3,-7.166666666666667,22.310527280179066,0
-8,3,-6.833333333333333,128.82702580025745,0
-8,3,-5.166666666666667,213.17830626093976,0
-8,3,-4.833333333333333,155.1868524201816,0
-8,3,-3.1666666666666665,43.00193367255128,0
-8,3,-2.8333333333333335,134.3887197055647,0
-8,3,-1.1666666666666667,27.793522642524565,0
-8,3,-0.8333333333333334,50.80759971967482,0
-8,3,0.8333333333333334,7.067586750034229,0
-8,3,1.1666666666666667,49.84145932915433,0
-8,3,2.8333333333333335,5.658350239151287e-10,0
-8,3,3.1666666666666665,111.91737174944963,0
-8,3,6.833333333333333,11.349413317130567,0
-8,3,7.166666666666667,4.960609002594785,0
-8,3,8.833333333333334,18.568200909339367,0
-8,3,9.166666666666666,24.27196683593297,0
-8,4,-10.166666666666666,36.87636273815407,0
-8,4,-9.833333333333334,86.35293625435725,0
-8,4,-8.166666666666666,105.99516501605198,0
-8,4,-7.833333333333333,184.68664758134113,0
-8,4,-6.166666666666667,9.834420659509469,0
-8,4,-5.833333333333333,24.847968774367473,0
-8,4,-4.166666666666667,3.6487362323490253,0
-8,4,-3.8333333333333335,136.47064450525664,0
-8,4,-2.1666666666666665,37.000698473995186,0
-8,4,-1.8333333333333333,21.81850599333187,0
-8,4,-0.16666666666666666,103.81118897409162,0
-8,4,0.16666666666666666,182.96255748509634,0
-8,4,1.8333333333333333,46.60382367780588,0
-8,4,2.1666666666666665,34.98057341554516,0
-8,4,3.8333333333333335,34.54652557665555,0
-8,4,4.166666666666667,29.334259116800776,0
-8,4,5.833333333333333,15.242409222219031,0
-8,4,6.166666666666667,36.363510423412954,0
-8,4,7.833333333333333,114.736981095374,0
-8,4,8.166666666666666,80.5389315514245,0
-8,4,9.833333333333334,35.16528677973626,0
-8,4,10.166666666666666,11.672355405094034,0
-7,-4,-9.166666666666666,33.85041688294557,0
-7,-4,-8.833333333333334,44.70519473104332,0
-7,-4,-3.1666666666666665,8.342891752007992,0
-7,-4,-2.8333333333333335,95.76232674242597,0
-7,-4,6.833333333333333,97.97430451107218,0
-7,-4,7.166666666666667,59.23147061305841,0
-7,-4,8.833333333333334,45.110793514498994,0
-7,-4,9.166666666666666,28.431582290637294,0
-7,-3,-4.166666666666667,54.74520671266081,0
-7,-3,-3.8333333333333335,40.54194308812197,0
-7,-3,-2.1666666666666665,197.04325678760245,0
-7,-3,-1.8333333333333333,250.8396355109088,0
-7,-3,5.833333333333333,128.3929105643186,0
-7,-3,6.166666666666667,200.4212326135424,0
-7,-3,7.833333333333333,73.52109663613487,0
-7,-3,8.166666666666666,49.59322489057099,0
-7,-3,9.833333333333334,74.9176820307023,0
-7,-3,10.166666666666666,101.61296564968852,0
-7,-2,-7.166666666666667,12.52671525906841,0
-7,-2,-6.833333333333333,72.89772578893408,0
-7,-2,-3.1666666666666665,280.7158393611829,0
-7,-2,-2.8333333333333335,106.08260508112814,0
-7,-2,-1.1666666666666667,81.88568405882674,0
-7,-2,-0.8333333333333334,84.49915460560076,0
-7,-2,6.833333333333333,48.20836869912894,0
-7,-2,7.166666666666667,100.84274855277403,0
-7,-1,-8.166666666666666,146.1760897305547,0
-7,-1,-7.833333333333333,74.63387594921484,0
-7,-1,-4.166666666666667,46.13940302949052,0
-7,-1,-3.8333333333333335,29.0182687839475,0
-7,-1,-0.16666666666666666,238.84559330182583,0
-7,-1,0.16666666666666666,197.06184653949373,0
-7,-1,5.833333333333333,103.64236179456717,0
-7,-1,6.166666666666667,165.18703045565266,0
-7,-1,7.833333333333333,80.95725149143502,0
-7,-1,8.166666666666666,99.31753306328106,0
-7,0,-9.166666666666666,95.07591727503291,0
-7,0,-8.833333333333334,103.54873173390125,0
-7,0,-7.166666666666667,128.37367457491288,0
-7,0,-6.833333333333333,120.18069078070454,0
-7,0,-5.166666666666667,0.9711594360561004,0
-7,0,-4.833333333333333,268.439297774936,0
-7,0,-3.1666666666666665,765.5855207348477,0
-7,0,-2.8333333333333335,213.59933782784674,0
-7,0,-1.1666666666666667,196.2310391752983,0
-7,0,-0.8333333333333334,209.26539425781357,0
-7,0,0.8333333333333334,23.171858144564734,0
-7,0,1.1666666666666667,137.43855922049374,0
-7,0,4.833333333333333,281.10272312724226,0
-7,0,5.166666666666667,140.59314828338364,0
-7,0,6.833333333333333,74.08633626470777,0
-7,0,7.166666666666667,81.91581302254743,0
-7,0,8.833333333333334,46.20756498353182,0
-7,0,9.166666666666666,35.317930550549185,0
-7,1,-8.166666666666666,149.72062473480935,0
-7,1,-7.833333333333333,127.19968661214872,0
-7,1,-6.166666666666667,292.0383611338328,0
-7,1,-5.833333333333333,210.97341567458938,0
-7,1,-4.166666666666667,55.788899037316334,0
-7,1,-3.8333333333333335,72.03746772343878,0
-7,1,-2.1666666666666665,307.918899466839,0
-7,1,-1.8333333333333333,448.4390192193806,0
-7,1,-0.16666666666666666,276.72823189607755,0
-7,1,0.16666666666666666,225.09253749577505,0
-7,1,1.8333333333333333,480.1542964757069,0
-7,1,2.1666666666666665,281.12764891345205,0
-7,1,3.8333333333333335,23.249468036967006,0
-7,1,4.166666666666667,28.339502990109697,0
-7,1,5.833333333333333,96.09466934310338,0
-7,1,6.166666666666667,175.06253740188671,0
-7,1,7.833333333333333,68.03302667388508,0
-7,1,8.166666666666666,61.12484128879148,0
-7,1,9.833333333333334,99.079798301391,0
-7,1,10.166666666666666,89.12480845536014,0
-7,2,-9.166666666666666,82.20013820515817,0
-7,2,-8.833333333333334,114.9685264732243,0
-7,2,-7.166666666666667,116.47747374917778,0
-7,2,-6.833333333333333,145.2039773339114,0
-7,2,-5.166666666666667,4.451511728377368,0
-7,2,-4.833333333333333,445.9130710734051,0
-7,2,-3.1666666666666665,397.0803991157239,0
-7,2,-2.8333333333333335,342.77012701131264,0
-7,2,-1.1666666666666667,147.67557336893023,0
-7,2,-0.8333333333333334,102.05190259647746,0
-7,2,0.8333333333333334,152.6472875937864,0
-7,2,1.1666666666666667,97.19423055971268,0
-7,2,2.8333333333333335,51.557855361617925,0
-7,2,3.1666666666666665,216.80604332755297,0
-7,2,4.833333333333333,113.973568175036,0
-7,2,5.166666666666667,87.94640821007765,0
-7,2,6.833333333333333,69.65858917852078,0
-7,2,7.166666666666667,45.25940661470738,0
-7,2,8.833333333333334,32.37785314101882,0
-7,2,9.166666666666666,19.16626179637949,0
-7,3,-10.166666666666666,5.475683971875734,0
-7,3,-9.833333333333334,179.20362001935808,0
-7,3,-6.166666666666667,25.325364716447478,0
-7,3,-5.833333333333333,211.39748517155465,0
-7,3,-4.166666666666667,56.94935843507247,0
-7,3,-3.8333333333333335,71.11002860393661,0
-7,3,-2.1666666666666665,187.02162571357954,0
-7,3,-1.8333333333333333,230.9774848580028,0
-7,3,-0.16666666666666666,168.9602030736929,0
-7,3,0.16666666666666666,150.99688979843984,0
-7,3,1.8333333333333333,149.66530308941915,0
-7,3,2.1666666666666665,131.55294153831628,0
-7,3,3.8333333333333335,44.782340382026284,0
-7,3,4.166666666666667,28.276737305518367,0
-7,3,5.833333333333333,83.22231986381767,0
-7,3,6.166666666666667,95.62136901513198,0
-7,3,7.833333333333333,57.49162480907921,0
-7,3,8.166666666666666,60.8419829469639,0
-7,4,-9.166666666666666,1.0522785663339838e-10,0
-7,4,-8.833333333333334,70.15118257928081,0
-7,4,-7.166666666666667,41.05491956926787,0
-7,4,-6.833333333333333,71.95414714262579,0
-7,4,-5.166666666666667,1.2860851543485757e-11,0
-7,4,-4.833333333333333,242.09066101421882,0
-7,4,0.8333333333333334,5.272717430569176e-06,0
-7,4,1.1666666666666667,2.2730995190690626,0
-7,4,2.8333333333333335,72.27622877894068,0
-7,4,3.1666666666666665,76.9742318888544,0
-7,4,4.833333333333333,83.34662109762499,0
-7,4,5.166666666666667,67.79963313409246,0
-7,4,6.833333333333333,29.87050515482822,0
-7,4,7.166666666666667,17.589308339530756,0
-7,4,8.833333333333334,1.518414694625041e-19,0
-7,4,9.166666666666666,17.60355302474404,0
-6,-4,-10.166666666666666,51.71603881010201,0
-6,-4,-9.833333333333334,70.76885407618829,0
-6,-4,-4.166666666666667,113.67638315071103,0
-6,-4,-3.8333333333333335,140.70626384600928,0
-6,-4,5.833333333333333,5.65005223397932,0
-6,-4,6.166666666666667,46.870187455161755,0
-6,-4,7.833333333333333,122.27234631208582,0
-6,-4,8.166666666666666,114.6956375119969,0
-6,-3,-9.166666666666666,81.00335122295249,0
-6,-3,-8.833333333333334,55.291745077441334,0
-6,-3,-7.166666666666667,52.04049472453883,0
-6,-3,-6.833333333333333,136.73408168360413,0
-6,-3,-5.166666666666667,197.94303507320316,0
-6,-3,-4.833333333333333,162.04575231467632,0
-6,-3,-1.1666666666666667,0.35199354801413385,0
-6,-3,-0.8333333333333334,43.4235033306006,0
-6,-3,4.833333333333333,201.69400480818186,0
-6,-3,5.166666666666667,198.99458935859155,0
-6,-3,6.833333333333333,84.5933586457283,0
-6,-3,7.166666666666667,32.77459760941431,0
-6,-3,8.833333333333334,21.00929424743738,0
-6,-3,9.166666666666666,45.66691021429122,0
-6,-2,-10.166666666666666,83.62518606798481,0
-6,-2,-9.833333333333334,119.64985255640809,0
-6,-2,-6.166666666666667,1.716392518213916,0
-6,-2,-5.833333333333333,32.92837183277944,0
-6,-2,-4.166666666666667,155.76273629550167,0
-6,-2,-3.8333333333333335,123.96584797670081,0
-6,-2,-2.1666666666666665,100.39959021828442,0
-6,-2,-1.8333333333333333,139.99817587448422,0
-6,-2,1.8333333333333333,184.06456134586085,0
-6,-2,2.1666666666666665,60.72863655802346,0
-6,-2,5.833333333333333,16.44405896666292,0
-6,-2,6.166666666666667,50.884827191506375,0
-6,-2,7.833333333333333,188.61537979124486,0
-6,-2,8.166666666666666,176.71540173045588,0
-6,-1,-7.166666666666667,119.00798032587672,0
-6,-1,-6.833333333333333,185.19024417385185,0
-6,-1,-5.166666666666667,372.6800137261177,0
-6,-1,-4.833333333333333,170.34958174554023,0
-6,-1,-1.1666666666666667,292.22234781353245,0
-6,-1,-0.8333333333333334,64.97113709566077,0
-6,-1,0.8333333333333334,84.51170862847601,0
-6,-1,1.1666666666666667,286.33546796940584,0
-6,-1,2.8333333333333335,208.62000204372418,0
-6,-1,3.1666666666666665,260.7779168782238,0
-6,-1,4.833333333333333,252.23069265922047,0
-6,-1,5.166666666666667,203.8344996927919,0
-6,-1,6.833333333333333,165.91287198263123,0
-6,-1,7.166666666666667,59.52285738892672,0
-6,-1,8.833333333333334,31.21815593501485,0
-6,-1,9.166666666666666,30.075643158940007,0
-6,0,-10.166666666666666,85.57847561033824,0
-6,0,-9.833333333333334,65.86682943464561,0
-6,0,-8.166666666666666,356.07778087144885,0
-6,0,-7.833333333333333,288.9509413647292,0
-6,0,-4.166666666666667,323.8330835048905,0
-6,0,-3.8333333333333335,258.2199824840961,0
-6,0,-2.1666666666666665,114.54165293960571,0
-6,0,-1.8333333333333333,227.6751870657684,0
-6,0,-0.16666666666666666,679.6644362740549,0
-6,0,0.16666666666666666,652.2232832239233,0
-6,0,1.8333333333333333,217.34480940518134,0
-6,0,2.1666666666666665,84.92055513155765,0
-6,0,3.8333333333333335,159.75002443352352,0
-6,0,4.166666666666667,141.78618234158182,0
-6,0,5.833333333333333,24.08778932652836,0
-6,0,6.166666666666667,69.39182088799531,0
-6,0,9.833333333333334,6.523450294659207e-07,0
-6,0,10.166666666666666,11.446615163112394,0
-6,1,-9.166666666666666,139.3261954904991,0
-6,1,-8.833333333333334,31.791912087319663,0
-6,1,-7.166666666666667,126.53332161208348,0
-6,1,-6.833333333333333,224.6526552954188,0
-6,1,-5.166666666666667,435.50566244503415,0
-6,1,-4.833333333333333,326.4551149785006,0
-6,1,-3.1666666666666665,18.229912853767022,0
-6,1,-2.8333333333333335,1001.6788394422855,0
-6,1,-1.1666666666666667,323.5479224168297,0
-6,1,-0.8333333333333334,301.1378109800461,0
-6,1,0.8333333333333334,93.29647999974179,0
-6,1,1.1666666666666667,226.78991521435782,0
-6,1,2.8333333333333335,273.35091839254204,0
-6,1,3.1666666666666665,142.39342037862767,0
-6,1,4.833333333333333,163.95055414636522,0
-6,1,5.166666666666667,213.01899715357368,0
-6,1,6.833333333333333,160.4441083640985,0
-6,1,7.166666666666667,38.185449193172325,0
-6,1,8.833333333333334,1.3216274700187284e-11,0
-6,1,9.166666666666666,63.4431573955367,0
-6,2,-10.166666666666666,80.86731037971285,0
-6,2,-9.833333333333334,114.19724656324178,0
-6,2,-8.166666666666666,4.464921228343588,0
-6,2,-7.833333333333333,49.338362564841354,0
-6,2,-6.166666666666667,23.251408625456577,0
-6,2,-5.833333333333333,77.52720962785386,0
-6,2,-2.1666666666666665,3.911255699783535e-10,0
-6,2,-1.8333333333333333,339.9264956124304,0
-6,2,-0.16666666666666666,601.143757786597,0
-6,2,0.16666666666666666,325.7913090495839,0
-6,2,1.8333333333333333,168.038281480603,0
-6,2,2.1666666666666665,50.543732828284625,0
-6,2,3.8333333333333335,70.79600316804017,0
-6,2,4.166666666666667,108.79954715549202,0
-6,2,5.833333333333333,22.821215817810142,0
-6,2,6.166666666666667,49.90389031214829,0
-6,2,9.833333333333334,64.0616097150057,0
-6,2,10.166666666666666,42.538185194389605,0
-6,3,-9.166666666666666,108.07155201177434,0
-6,3,-8.833333333333334,58.107498395879766,0
-6,3,-7.166666666666667,75.04986366700018,0
-6,3,-6.833333333333333,176.65256763085478,0
-6,3,-5.166666666666667,381.09823527314853,0
-6,3,-4.833333333333333,183.71818337565549,0
